date	renderedContent	user
2020-07-04 13:18:56+00:00	Here’s Kim Guilfoyle speaking at an indoor event in South Dakota, no masks in sight, that was also attended by Kristi Noem the day before it was announced Guilfoyle tested positive for Covid (video from Facebook) https://t.co/UGafeRak2s	https://twitter.com/atrupar
2020-07-03 03:53:57+00:00	An 11-year-old just died from Covid in Florida wfla.com/community/heal…	https://twitter.com/atrupar
2020-06-23 13:16:42+00:00	The US ranks 26th in the world in coronavirus tests per 1 million people and 9th in deaths per 1 million. But beyond that, Trump doesn’t seem to grasp that people would still be sick and dying from Covid even if we didn’t test anyone.	https://twitter.com/atrupar
2020-05-28 02:16:43+00:00	The president hasn’t acknowledged that his country surpassed 100,000 Covid deaths today but he does want you to pray for Rush Limbaugh https://t.co/VHVxuatXz8	https://twitter.com/atrupar
2020-05-09 23:28:41+00:00	@KurtSchlichter Because Trump said Merkel and Abe praised him on the phone and are following his lead with the Covid response	https://twitter.com/atrupar
2020-04-30 23:24:09+00:00	It’s astounding to me how many people are like Brian Kilmeade here &amp; just don’t get how communicable diseases work. You can still get Covid even if you don’t go to a crowded beach because the virus spreads from person to person. It’s so basic &amp; so many people are just clueless.	https://twitter.com/atrupar
2020-04-26 18:53:19+00:00	Trump enjoyed a weekend-long vacation at Mar-a-Lago *last month* that turned into a coronavirus vector and featured a golf outing with the Washington Nationals. He’s traveled to eight political rallies since the first US Covid-19 case was reported.	https://twitter.com/atrupar
2020-04-07 13:25:41+00:00	"On Feb 23, Trump was sent memo warning 2 million Americans could die from Covid axios.com/exclusive-nava…

3 days later, Trump said, ""we’re going to be pretty soon at only 5 people, and we could be at just 1 or 2 people over the next short period of time."" https://t.co/0O6IouQhJJ"	https://twitter.com/atrupar
2020-04-07 00:45:52+00:00	One month ago today Trump told us he didn’t want to let people off a coronavirus-infected cruise ship because he didn’t want the number of US cases to go up. More than 10,800 Americans have died from Covid-19 since then.	https://twitter.com/atrupar
